SYMBOL,COMPANYNAME,SERIES,ISIN NUMBER
SPENTEX,Spentex Industries Limited,EQ,INE376C01020
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,INE147A01011
SPICEMOBI,Spice Mobility Limited,EQ,INE927C01020
SPLIL,SPL Industries Limited,EQ,INE978G01016
SPMLINFRA,SPML Infra Limited,EQ,INE937A01023
SPTL,Sintex Plastics Technology Limited,EQ,INE501W01021
SPYL,Shekhawati Poly-Yarn Limited,BE,INE268L01020
SQSBFSI,SQS India BFSI Limited,EQ,INE201K01015
SREEL,Sreeleathers Limited,EQ,INE099F01013
SREINFRA,SREI Infrastructure Finance Limited,EQ,INE872A01014
SRF,SRF Limited,EQ,INE647A01010
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,INE917H01012
SRIPIPES,Srikalahasthi Pipes Limited,EQ,INE943C01027
SRSLTD,SRS Limited,EQ,INE219H01039
SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,INE721A01013
SSWL,Steel Strips Wheels Limited,EQ,INE802C01017
STAMPEDE,Stampede Capital Limited,EQ,INE224E01028
STAR,Strides Shasun Limited,EQ,INE939A01011
STARCEMENT,Star Cement Limited,EQ,INE460H01021
STARPAPER,Star Paper Mills Limited,EQ,INE733A01018
STCINDIA,The State Trading Corporation of India Limited,EQ,INE655A01013
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,INE503B01013
STEL,Stel Holdings Limited,EQ,INE577L01016
STERTOOLS,Sterling Tools Limited,EQ,INE334A01023
STINDIA,STI India Limited,EQ,INE090C01019
STRTECH,Sterlite Technologies Limited,EQ,INE089C01029
SUBCAPCITY,International Constructions Limited,BE,INE845C01016
SUBEX,Subex Limited,EQ,INE754A01014
SUBROS,Subros Limited,EQ,INE287B01021
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,INE659A01023
SUJANAUNI,Sujana Universal Industries Limited,BE,INE216G01011
SUMEETINDS,Sumeet Industries Limited,BE,INE235C01010
SUMMITSEC,Summit Securities Limited,EQ,INE519C01017
SUNCLAYLTD,Sundaram Clayton Limited,EQ,INE105A01035
SUNDARAM,Sundaram Multi Pap Limited,EQ,INE108E01023
SUNDARMFIN,Sundaram Finance Limited,EQ,INE660A01013
SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,INE202Z01029
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,INE073D01013
SUNDRMFAST,Sundram Fasteners Limited,EQ,INE387A01021
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,INE947A01014
SUNILHITEC,Sunil Hitech Engineers Limited,EQ,INE305H01028
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,INE044A01036
SUNTECK,Sunteck Realty Limited,EQ,INE805D01034
SUNTV,Sun TV Network Limited,EQ,INE424H01027
SUPERHOUSE,Superhouse Limited,EQ,INE712B01010
SUPERSPIN,Super Spinning Mills Limited,EQ,INE662A01027
SUPPETRO,Supreme Petrochem Limited,EQ,INE663A01017
SUPRAJIT,Suprajit Engineering Limited,EQ,INE399C01030
SUPREMEIND,Supreme Industries Limited,EQ,INE195A01028
SUPREMEINF,Supreme Infrastructure India Limited,EQ,INE550H01011
SUPREMETEX,Supreme Tex Mart Limited,BE,INE651G01027
SURANACORP,Surana Corporation Limited,BE,INE357D01010
SURANAIND,Surana Industries Limited,BE,INE659D01019
SURANASOL,Surana Solar Limited,EQ,INE272L01022
SURANAT&P,Surana Telecom and Power Limited,EQ,INE130B01031
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,INE713B01026
SURYAROSNI,Surya Roshni Limited,EQ,INE335A01012
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,INE645H01027
SUVEN,Suven Life Sciences Limited,EQ,INE495B01038
SUZLON,Suzlon Energy Limited,EQ,INE040H01021
SWANENERGY,Swan Energy Limited,EQ,INE665A01038
SWARAJENG,Swaraj Engines Limited,EQ,INE277A01016
SWELECTES,Swelect Energy Systems Limited,EQ,INE409B01013
SYMPHONY,Symphony Limited,EQ,INE225D01027
SYNCOM,Syncom Healthcare Limited,EQ,INE602K01014
SYNDIBANK,Syndicate Bank,EQ,INE667A01018
SYNGENE,Syngene International Limited,EQ,INE398R01022
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,INE123C01018
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,INE586B01026
TAKE,Take Solutions Limited,EQ,INE142I01023
TALBROAUTO,Talbros Automotive Components Limited,EQ,INE187D01011
TALWALKARS,Talwalkars Better Value Fitness Limited,EQ,INE502K01016
TALWGYM,Talwalkars Lifestyles Limited,BE,INE627Z01019
TANLA,Tanla Solutions Limited,BE,INE483C01032
TANTIACONS,Tantia Constructions Limited,BE,INE388G01018
TARAJEWELS,Tara Jewels Limited,EQ,INE799L01016
TARAPUR,Tarapur Transformers Limited,BE,INE747K01017
TARMAT,Tarmat Limited,EQ,INE924H01018
TASTYBITE,Tasty Bite Eatables Limited,EQ,INE488B01017
TATACHEM,Tata Chemicals Limited,EQ,INE092A01019
TATACOFFEE,Tata Coffee Limited,EQ,INE493A01027
TATACOMM,Tata Communications Limited,EQ,INE151A01013
TATAELXSI,Tata Elxsi Limited,EQ,INE670A01012
TATAGLOBAL,Tata Global Beverages Limited,EQ,INE192A01025
TATAINVEST,Tata Investment Corporation Limited,EQ,INE672A01018
TATAMETALI,Tata Metaliks Limited,EQ,INE056C01010
TATAMOTORS,Tata Motors Limited,EQ,INE155A01022
TATAMTRDVR,Tata Motors Limited,EQ,IN9155A01020
TATAPOWER,Tata Power Company Limited,EQ,INE245A01021
TATASPONGE,Tata Sponge Iron Limited,EQ,INE674A01014
TATASTEEL,Tata Steel Limited,EQ,INE081A01012
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,INE760L01018
TCI,Transport Corporation of India Limited,EQ,INE688A01022
TCIDEVELOP,TCI Developers Limited,EQ,INE662L01016
TCIEXP,TCI Express Limited,EQ,INE586V01016
TCIFINANCE,TCI Finance Limited,EQ,INE911B01018
TCNSBRANDS,TCNS Clothing Co. Limited,EQ,INE778U01029
TCPLPACK,TCPL Packaging Limited,EQ,INE822C01015
TCS,Tata Consultancy Services Limited,EQ,INE467B01029
TDPOWERSYS,TD Power Systems Limited,EQ,INE419M01019
TEAMLEASE,Teamlease Services Limited,EQ,INE985S01024
TECHIN,Techindia Nirman Limited,BE,INE778A01021
TECHM,Tech Mahindra Limited,EQ,INE669C01036
TECHNOFAB,Technofab Engineering Limited,EQ,INE509K01011
TEJASNET,Tejas Networks Limited,EQ,INE010J01012
TERASOFT,Tera Software Limited,EQ,INE482B01010
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,INE435C01024
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,INE141K01013
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,INE621L01012
TFCILTD,Tourism Finance Corporation of India Limited,EQ,INE305A01015
TFL,Transwarranty Finance Limited,BE,INE804H01012
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,INE797H01018
THANGAMAYL,Thangamayil Jewellery Limited,EQ,INE085J01014
THEINVEST,The Investment Trust Of India Limited,EQ,INE924D01017
THEMISMED,Themis Medicare Limited,EQ,INE083B01016
THERMAX,Thermax Limited,EQ,INE152A01029
THIRUSUGAR,Thiru Arooran Sugars Limited,EQ,INE409A01015
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,INE332A01027
THOMASCOTT,Thomas Scott (India) Limited,BE,INE480M01011
THYROCARE,Thyrocare Technologies Limited,EQ,INE594H01019
TI,Tilaknagar Industries Limited,EQ,INE133E01013
TIDEWATER,Tide Water Oil Company (India) Limited,EQ,INE484C01022
TIFIN,TI Financial Holdings Limited,EQ,INE149A01033
TIIL,Technocraft Industries (India) Limited,EQ,INE545H01011
TIINDIA,Tube Investments of India Limited,EQ,INE974X01010
TIJARIA,Tijaria Polypipes Limited,EQ,INE440L01017
TIL,TIL Limited,EQ,INE806C01018
TIMESGTY,Times Guaranty Limited,EQ,INE289C01025
TIMETECHNO,Time Technoplast Limited,EQ,INE508G01029
TIMKEN,Timken India Limited,EQ,INE325A01013
TINPLATE,The Tinplate Company of India Limited,EQ,INE422C01014
TIPSINDLTD,TIPS Industries Limited,EQ,INE716B01011
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,INE338A01016
TITAN,Titan Company Limited,EQ,INE280A01028
TMRVL,The Mandhana Retail Ventures Limited,EQ,INE759V01019
TNPETRO,Tamilnadu PetroProducts Limited,EQ,INE148A01019
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,INE107A01015
TNTELE,Tamilnadu Telecommunication Limited,BE,INE141D01018
TODAYS,Todays Writing Instruments Limited,BZ,INE944B01019
TOKYOPLAST,Tokyo Plast International Limited,EQ,INE932C01012
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,INE685A01028
TORNTPOWER,Torrent Power Limited,EQ,INE813H01021
TPLPLASTEH,TPL Plastech Limited,EQ,INE413G01014
TREEHOUSE,Tree House Education & Accessories Limited,EQ,INE040M01013
TRENT,Trent Limited,EQ,INE849A01020
TRF,TRF Limited,EQ,INE391D01019
TRIDENT,Trident Limited,EQ,INE064C01014
TRIGYN,Trigyn Technologies Limited,EQ,INE948A01012
TRIL,Transformers And Rectifiers (India) Limited,EQ,INE763I01026
TRITURBINE,Triveni Turbine Limited,EQ,INE152M01016
TRIVENI,Triveni Engineering & Industries Limited,EQ,INE256C01024
TTKHLTCARE,TTK Healthcare Limited,EQ,INE910C01018
TTKPRESTIG,TTK Prestige Limited,EQ,INE690A01010
TTL,T T Limited,EQ,INE592B01016
TTML,Tata Teleservices (Maharashtra) Limited,EQ,INE517B01013
TULSI,Tulsi Extrusions Limited,BE,INE474I01012
TV18BRDCST,TV18 Broadcast Limited,EQ,INE886H01027
TVSELECT,TVS Electronics Limited,EQ,INE236G01019
TVSMOTOR,TVS Motor Company Limited,EQ,INE494B01023
TVSSRICHAK,TVS Srichakra Limited,EQ,INE421C01016
TVTODAY,TV Today Network Limited,EQ,INE038F01029
TVVISION,TV Vision Limited,EQ,INE871L01013
TWL,Titagarh Wagons Limited,EQ,INE615H01020
UBL,United Breweries Limited,EQ,INE686F01025
UCALFUEL,Ucal Fuel Systems Limited,EQ,INE139B01016
UCOBANK,UCO Bank,EQ,INE691A01018
UFLEX,UFLEX Limited,EQ,INE516A01017
UFO,UFO Moviez India Limited,EQ,INE527H01019
UGARSUGAR,The Ugar Sugar Works Limited,EQ,INE071E01023
UJAAS,Ujaas Energy Limited,EQ,INE899L01022
UJJIVAN,Ujjivan Financial Services Limited,EQ,INE334L01012
ULTRACEMCO,UltraTech Cement Limited,EQ,INE481G01011
UMANGDAIRY,Umang Dairies Limited,EQ,INE864B01027
UMESLTD,Usha Martin Education & Solutions Limited,EQ,INE240C01028
UNICHEMLAB,Unichem Laboratories Limited,EQ,INE351A01035
UNIENTER,Uniphos Enterprises Limited,EQ,INE037A01022
UNIONBANK,Union Bank of India,EQ,INE692A01016
UNIPLY,Uniply Industries Limited,EQ,INE950G01023
UNITECH,Unitech Limited,EQ,INE694A01020
UNITEDBNK,United Bank of India,EQ,INE695A01019
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,INE458F01011
UNITY,Unity Infraprojects Limited,EQ,INE466H01028
UNIVCABLES,Universal Cables Limited,EQ,INE279A01012
UPL,UPL Limited,EQ,INE628A01036
URJA,Urja Global Limited,EQ,INE550C01020
USHAMART,Usha Martin Limited,EQ,INE228A01035
USHERAGRO,Usher Agro Limited,EQ,INE235G01011
UTTAMSTL,Uttam Galva Steels Limited,EQ,INE699A01011
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,INE786F01031
UVSL,Uttam Value Steels Limited,BE,INE292A01023
V2RETAIL,V2 Retail Limited,EQ,INE945H01013
VADILALIND,Vadilal Industries Limited,EQ,INE694D01016
VAIBHAVGBL,Vaibhav Global Limited,EQ,INE884A01019
VAKRANGEE,Vakrangee Limited,EQ,INE051B01021
VARDHACRLC,Vardhman Acrylics Limited,EQ,INE116G01013
VARDMNPOLY,Vardhman Polytex Limited,EQ,INE835A01011
VARROC,Varroc Engineering Limited,EQ,INE665L01035
VASCONEQ,Vascon Engineers Limited,EQ,INE893I01013
VASWANI,Vaswani Industries Limited,EQ,INE590L01019
VBL,Varun Beverages Limited,EQ,INE200M01013
VEDL,Vedanta Limited,EQ,INE205A01025
VENKEYS,Venky's (India) Limited,EQ,INE398A01010
VENUSREM,Venus Remedies Limited,EQ,INE411B01019
VESUVIUS,Vesuvius India Limited,EQ,INE386A01015
VETO,Veto Switchgears And Cables Limited,EQ,INE918N01018
VGUARD,V-Guard Industries Limited,EQ,INE951I01027
VHL,Vardhman Holdings Limited,EQ,INE701A01023
VICEROY,Viceroy Hotels Limited,EQ,INE048C01017
VIDEOIND,Videocon Industries Limited,BE,INE703A01011
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,INE632C01026
VIJAYABANK,Vijaya Bank,EQ,INE705A01016
VIJIFIN,Viji Finance Limited,EQ,INE159N01027
VIJSHAN,Vijay Shanthi Builders Limited,EQ,INE806F01011
VIKASECO,Vikas EcoTech Limited,EQ,INE806A01020
VIMALOIL,Vimal Oil & Foods Limited,BE,INE067D01015
VIMTALABS,Vimta Labs Limited,EQ,INE579C01029
VINATIORGA,Vinati Organics Limited,EQ,INE410B01029
VINDHYATEL,Vindhya Telelinks Limited,EQ,INE707A01012
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,INE250B01029
VIPCLOTHNG,VIP Clothing Limited,EQ,INE450G01024
VIPIND,VIP Industries Limited,EQ,INE054A01027
VIPULLTD,Vipul Limited,EQ,INE946H01037
VISAKAIND,Visaka Industries Limited,EQ,INE392A01013
VISASTEEL,Visa Steel Limited,EQ,INE286H01012
VISESHINFO,Visesh Infotecnics Limited,EQ,INE861A01058
VISHNU,Vishnu Chemicals Limited,EQ,INE270I01014
VIVIDHA,Visagar Polytex Limited,EQ,INE370E01029
VIVIMEDLAB,Vivimed Labs Limited,EQ,INE526G01021
VLSFINANCE,VLS Finance Limited,EQ,INE709A01018
VMART,V-Mart Retail Limited,EQ,INE665J01013
VOLTAMP,Voltamp Transformers Limited,EQ,INE540H01012
VOLTAS,Voltas Limited,EQ,INE226A01021
VRLLOG,VRL Logistics Limited,EQ,INE366I01010
VSSL,Vardhman Special Steels Limited,EQ,INE050M01012
VSTIND,VST Industries Limited,EQ,INE710A01016
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,INE764D01017
VTL,Vardhman Textiles Limited,EQ,INE825A01012
WABAG,VA Tech Wabag Limited,EQ,INE956G01038
WABCOINDIA,WABCO India Limited,EQ,INE342J01019
WALCHANNAG,Walchandnagar Industries Limited,EQ,INE711A01022
WANBURY,Wanbury Limited,BE,INE107F01022
WEBELSOLAR,Websol Energy System Limited,EQ,INE855C01015
WEIZFOREX,Weizmann Forex Limited,EQ,INE726L01019
WEIZMANIND,Weizmann Limited,EQ,INE080A01014
WELCORP,Welspun Corp Limited,EQ,INE191B01025
WELENT,Welspun Enterprises Limited,EQ,INE625G01013
WELINV,Welspun Investments and Commercials Limited,EQ,INE389K01018
WELSPUNIND,Welspun India Limited,EQ,INE192B01031
WENDT,Wendt (India) Limited,EQ,INE274C01019
WHEELS,Wheels India Limited,EQ,INE715A01015
WHIRLPOOL,Whirlpool of India Limited,EQ,INE716A01013
WILLAMAGOR,Williamson Magor & Company Limited,EQ,INE210A01017
WINDMACHIN,Windsor Machines Limited,EQ,INE052A01021
WINSOME,Winsome Yarns Limited,BE,INE784B01035
WIPL,The Western India Plywoods Limited,BE,INE215F01023
WIPRO,Wipro Limited,EQ,INE075A01022
WOCKPHARMA,Wockhardt Limited,EQ,INE049B01025
WONDERLA,Wonderla Holidays Limited,EQ,INE066O01014
WSI,W S Industries (I) Limited,BE,INE100D01014
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,INE976A01021
XCHANGING,Xchanging Solutions Limited,EQ,INE692G01013
XLENERGY,XL Energy Limited,BE,INE183H01011
XPROINDIA,Xpro India Limited,EQ,INE445C01015
YESBANK,Yes Bank Limited,EQ,INE528G01027
ZEEL,Zee Entertainment Enterprises Limited,EQ,INE256A01028
ZEELEARN,Zee Learn Limited,EQ,INE565L01011
ZEEMEDIA,Zee Media Corporation Limited,EQ,INE966H01019
ZENITHBIR,Zenith Birla (India) Limited,BE,INE318D01020
ZENITHEXPO,Zenith Exports Limited,BE,INE058B01018
ZENSARTECH,Zensar Technologies Limited,EQ,INE520A01019
ZENTEC,Zen Technologies Limited,EQ,INE251B01027
ZICOM,Zicom Electronic Security Systems Limited,EQ,INE871B01014
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,INE206B01013
ZODJRDMKJ,Zodiac JRD- MKJ Limited,EQ,INE077B01018
ZUARI,Zuari Agro Chemicals Limited,EQ,INE840M01016
ZUARIGLOB,Zuari Global Limited,EQ,INE217A01012
ZYDUSWELL,Zydus Wellness Limited,EQ,INE768C01010
ZYLOG,Zylog Systems Limited,BE,INE225I01026
